"m1","m2","m3"
0.0105318334951326,0.0123509301824087,0.0122141290963622
0.0098028271733171,0.0113825920139749,0.0111962578060159
0.0164707759489164,0.019098908102574,0.0193413193068511
0.0103394378104834,0.012127723809159,0.0122275738514984
0.0173792235177833,0.0168102398835624,0.0168435700138714
0.0128773643652159,0.0141160275725319,0.0139667943342448
0.010386479399901,0.0102447414693714,0.0103887596488121
0.0103331550502119,0.0116464285365047,0.011393815393615
0.0160428708986676,0.0175879338302929,0.017977482902675
0.0138612720877064,0.0150383683162424,0.0150664113067782
0.00712943609104044,0.00902099789505016,0.00885352940196318
0.0246824797198274,0.0250070334106301,0.0252553611587624
0.00828436194383771,0.0099625849850309,0.00981159049833422
0.0117702508438328,0.0132155055887188,0.0131488215518626
0.0116660686106708,0.0124558824027347,0.0124014290535179
0.00843864290613402,0.0100876403481252,0.009893636529246
0.00865503758117066,0.00793776809175841,0.00798388389461999
0.00900821527498139,0.0105215696036195,0.0103996843110904
0.00979472638379472,0.0104569433334937,0.0103438592197038
0.0118716588556705,0.0132948079308416,0.013134797914217
0.0118591388892003,0.0133330212950502,0.0132592586876868
0.0112252092226566,0.0121817768906075,0.0120710311547457
0.0102316981419282,0.0117096961632161,0.0115866570848553
0.00898575209702513,0.0105724230046511,0.0108642015060871
0.015366757557355,0.0147293480010303,0.0150498974005378
0.0135133824507205,0.0145710310755307,0.0145171408176143
0.00928537194333189,0.0091112454009849,0.00934262944279018
0.0138589589271377,0.0134454104238185,0.0133163262993329
0.011762906549627,0.0127291344367099,0.0126183172881625
0.0105714879120085,0.0121051649516869,0.0119288633550118
0.0113409498872909,0.0117285865296948,0.01198931565002
0.0183189582319845,0.0207018226408993,0.021026677737766
0.00759988706283362,0.00929528279129387,0.00942942384720035
0.0124509984791113,0.0141051792640801,0.0140148186809623
0.0113538258670437,0.0105346747710665,0.0105402381640465
0.0132214806680735,0.0150098251771659,0.0150896117047601
0.00872324227109245,0.00990901242730119,0.00979128969663286
0.0118898858016657,0.0133327035099625,0.0132623950834764
0.0109554660119885,0.0129256703406348,0.012801386329483
0.0108995172218887,0.0102645097465141,0.0102870701083605
0.0132991113876386,0.0147807418175623,0.0149743764929502
0.0155892220758522,0.0147861193172782,0.0149503935343448
0.0186076104003734,0.0194563167409009,0.0197329202060587
0.0102048728805103,0.0109790345649068,0.0108001084866794
0.0141941149333537,0.0158596179651247,0.0157876054858552
0.0148507644643469,0.0171215000319552,0.017197148900271
0.00973879129663159,0.0112336258353236,0.0111005172430948
0.00981833376134699,0.0112933251193386,0.0110753877426623
0.0135856675192617,0.0125540923141579,0.0123763247230196
